,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,0.0,0.0,0.0,0.0,0.0,0.0,2002-07-01 00:00:00+05:30,13.248768785973644,13.535228378426902,13.105538306773475,13.32038402557373,84409,0.0,0.0
1,1.0,1.0,1.0,1.0,1.0,1.0,2002-07-02 00:00:00+05:30,13.320386598736969,13.606846246527017,13.24877134530262,13.356193542480469,34616,0.0,0.0
2,2.0,2.0,2.0,2.0,2.0,2.0,2002-07-03 00:00:00+05:30,13.356194917104384,13.60684764694819,12.640045040949216,12.854890823364258,89445,0.0,0.0
3,3.0,3.0,3.0,3.0,3.0,3.0,2002-07-04 00:00:00+05:30,13.06973397731781,13.141349231204911,12.819081271686628,12.89069652557373,58765,0.0,0.0
4,4.0,4.0,4.0,4.0,4.0,4.0,2002-07-05 00:00:00+05:30,12.78327429342612,13.033926998384938,12.640043786036124,12.96231174468994,30847,0.0,0.0
5,5.0,5.0,5.0,5.0,5.0,5.0,2002-07-08 00:00:00+05:30,13.06973392845355,13.499424084222316,13.06973392845355,13.284578323364258,60407,0.0,0.0
6,6.0,6.0,6.0,6.0,6.0,6.0,2002-07-09 00:00:00+05:30,13.32038663314761,13.499424084222316,13.105540872289552,13.284578323364258,50930,0.0,0.0
7,7.0,7.0,7.0,7.0,7.0,7.0,2002-07-10 00:00:00+05:30,13.535229720656874,13.535229720656874,13.033925725638303,13.069732666015623,42355,0.0,0.0
8,8.0,8.0,8.0,8.0,8.0,8.0,2002-07-11 00:00:00+05:30,12.89069652557373,13.177156175174789,12.819081271686628,12.89069652557373,26325,0.0,0.0
9,9.0,9.0,9.0,9.0,9.0,9.0,2002-07-12 00:00:00+05:30,12.890697898339504,12.890697898339504,12.532622956718962,12.640045166015623,32957,0.0,0.0
10,10.0,10.0,10.0,10.0,10.0,10.0,2002-07-15 00:00:00+05:30,12.42519958000447,12.747466177615689,12.21035381564962,12.28196907043457,34568,0.0,0.0
11,11.0,11.0,11.0,11.0,11.0,11.0,2002-07-16 00:00:00+05:30,12.174545615512455,12.568427427282495,12.174545615512455,12.389389991760254,31833,0.0,0.0
12,12.0,12.0,12.0,12.0,12.0,12.0,2002-07-17 00:00:00+05:30,12.4610065608242,12.4610065608242,12.174546906794973,12.21035385131836,22651,0.0,0.0
13,13.0,13.0,13.0,13.0,13.0,13.0,2002-07-18 00:00:00+05:30,12.317777069193031,12.353584012705998,12.03131605729995,12.067124366760254,11050,0.0,0.0
14,14.0,14.0,14.0,14.0,14.0,14.0,2002-07-19 00:00:00+05:30,12.03131762450507,12.28197035958799,11.959703728150677,12.174548149108888,11950,0.0,0.0
15,15.0,15.0,15.0,15.0,15.0,15.0,2002-07-22 00:00:00+05:30,11.74485783059695,11.99551056331848,11.565820359502643,11.673242568969728,31590,0.0,0.0
16,16.0,16.0,16.0,16.0,16.0,16.0,2002-07-23 00:00:00+05:30,11.601627095538744,11.780664542285036,11.45839659176278,11.565818786621094,39520,0.0,0.0
17,17.0,17.0,17.0,17.0,17.0,17.0,2002-07-24 00:00:00+05:30,11.315167086820566,11.637434363365172,11.315167086820566,11.458396911621094,24985,0.0,0.0
18,18.0,18.0,18.0,18.0,18.0,18.0,2002-07-25 00:00:00+05:30,11.88808957536709,11.88808957536709,11.530014596385838,11.709052085876465,24071,0.0,0.0
19,19.0,19.0,19.0,19.0,19.0,19.0,2002-07-26 00:00:00+05:30,11.74485689528235,11.74485689528235,11.315167408659065,11.350975036621094,64231,0.0,0.0
20,20.0,20.0,20.0,20.0,20.0,20.0,2002-07-29 00:00:00+05:30,11.350976011775543,11.38678295984003,11.10032327748162,11.315168380737305,52025,0.0,0.0
21,21.0,21.0,21.0,21.0,21.0,21.0,2002-07-30 00:00:00+05:30,12.174546718597412,12.174546718597412,11.243551832933464,11.458396911621094,31304,0.0,0.0
22,22.0,22.0,22.0,22.0,22.0,22.0,2002-07-31 00:00:00+05:30,11.422590276231082,11.816472840854306,11.171938231815384,11.3867826461792,27554,0.0,0.0
23,23.0,23.0,23.0,23.0,23.0,23.0,2002-08-01 00:00:00+05:30,11.816472756842554,11.816472756842554,11.458397824817022,11.53001308441162,23971,0.0,0.0
24,24.0,24.0,24.0,24.0,24.0,24.0,2002-08-02 00:00:00+05:30,11.458396911621094,11.6016274193953,11.38678165773399,11.458396911621094,33639,0.0,0.0
25,25.0,25.0,25.0,25.0,25.0,25.0,2002-08-05 00:00:00+05:30,11.60162768925321,11.780665145161764,11.565819378503068,11.74485683441162,41042,0.0,0.0
26,26.0,26.0,26.0,26.0,26.0,26.0,2002-08-06 00:00:00+05:30,11.88808957536709,11.88808957536709,11.637436816890684,11.709052085876465,8592,0.0,0.0
27,27.0,27.0,27.0,27.0,27.0,27.0,2002-08-07 00:00:00+05:30,11.995505918693848,11.995505918693848,11.744853283024284,11.780661582946776,24862,0.0,0.0
28,28.0,28.0,28.0,28.0,28.0,28.0,2002-08-08 00:00:00+05:30,11.780665810018986,11.92389496326072,11.49420477164059,11.53001308441162,24957,0.0,0.0
29,29.0,29.0,29.0,29.0,29.0,29.0,2002-08-09 00:00:00+05:30,11.601626468430998,11.601626468430998,11.350973783345362,11.422588348388672,8215,0.0,0.0
30,30.0,30.0,30.0,30.0,30.0,30.0,2002-08-12 00:00:00+05:30,11.31516677096048,11.673240981479406,11.31516677096048,11.565818786621094,16159,0.0,0.0
31,31.0,31.0,31.0,31.0,31.0,31.0,2002-08-13 00:00:00+05:30,11.315167086820566,11.530012165508197,11.171937262020036,11.458396911621094,7450,0.0,0.0
32,32.0,32.0,32.0,32.0,32.0,32.0,2002-08-14 00:00:00+05:30,11.494202841849186,11.637433336991046,11.458395901037338,11.6016263961792,15137,0.0,0.0
33,33.0,33.0,33.0,33.0,33.0,33.0,2002-08-15 00:00:00+05:30,11.6016263961792,11.6016263961792,11.6016263961792,11.6016263961792,0,0.0,0.0
34,34.0,34.0,34.0,34.0,34.0,34.0,2002-08-16 00:00:00+05:30,11.565820359502643,11.780666144384313,11.565820359502643,11.673242568969728,15068,0.0,0.0
35,35.0,35.0,35.0,35.0,35.0,35.0,2002-08-19 00:00:00+05:30,11.637435621129868,11.74485783059695,11.601628673290008,11.673242568969728,6417,0.0,0.0
36,36.0,36.0,36.0,36.0,36.0,36.0,2002-08-20 00:00:00+05:30,11.744857162770552,11.816472420325647,11.458397498497597,11.63743495941162,43801,0.0,0.0
37,37.0,37.0,37.0,37.0,37.0,37.0,2002-08-21 00:00:00+05:30,11.673240981479406,11.995508932001664,11.530011843650762,11.565818786621094,25113,0.0,0.0
38,38.0,38.0,38.0,38.0,38.0,38.0,2002-08-22 00:00:00+05:30,11.92389303558632,11.92389303558632,11.350973783345362,11.422588348388672,20192,0.0,0.0
39,39.0,39.0,39.0,39.0,39.0,39.0,2002-08-23 00:00:00+05:30,11.458396911621094,11.6016274193953,11.136129635076486,11.458396911621094,47754,0.0,0.0
