,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adj Close
0,0.0,0.0,0.0,0.0,0.0,2015-08-21 00:00:00+05:30,14.300002098083496,14.355002403259276,13.145002365112305,14.355002403259276,25774.0,0.0,0.0,
1,1.0,1.0,1.0,1.0,1.0,2015-08-24 00:00:00+05:30,15.070002555847168,15.070002555847168,13.640002250671388,15.070002555847168,22563.0,0.0,0.0,
2,2.0,2.0,2.0,2.0,2.0,2015-08-25 00:00:00+05:30,15.730003356933594,15.78500270843506,14.355002403259276,14.410001754760742,44184.0,0.0,0.0,
3,3.0,3.0,3.0,3.0,3.0,2015-08-26 00:00:00+05:30,14.300002098083496,14.960002899169922,13.695001602172852,13.695001602172852,7952.0,0.0,0.0,
4,4.0,4.0,4.0,4.0,4.0,2015-08-27 00:00:00+05:30,13.310002326965332,13.310002326965332,13.035001754760742,13.145002365112305,14913.0,0.0,0.0,
5,5.0,5.0,5.0,5.0,5.0,2015-08-28 00:00:00+05:30,13.750001907348633,13.750001907348633,12.54000186920166,13.145002365112305,8771.0,0.0,0.0,
6,6.0,6.0,6.0,6.0,6.0,2015-08-31 00:00:00+05:30,13.750001907348633,13.750001907348633,12.54000186920166,12.54000186920166,12022.0,0.0,0.0,
7,7.0,7.0,7.0,7.0,7.0,2015-09-01 00:00:00+05:30,11.935002326965332,11.990001678466797,11.935002326965332,11.935002326965332,11843.0,0.0,0.0,
8,8.0,8.0,8.0,8.0,8.0,2015-09-02 00:00:00+05:30,12.650001525878906,13.695001602172852,10.120001792907717,10.615001678466797,43989.0,0.0,0.0,
9,9.0,9.0,9.0,9.0,9.0,2015-09-03 00:00:00+05:30,10.670001983642578,10.890002250671388,9.955001831054688,10.340002059936523,7366.0,0.0,0.0,
10,10.0,10.0,10.0,10.0,10.0,2015-09-04 00:00:00+05:30,10.890002250671388,10.890002250671388,9.955001831054688,10.45000171661377,11832.0,0.0,0.0,
11,11.0,11.0,11.0,11.0,11.0,2015-09-07 00:00:00+05:30,10.06500244140625,12.54000186920166,10.010002136230469,10.285001754760742,24608.0,0.0,0.0,
12,12.0,12.0,12.0,12.0,12.0,2015-09-08 00:00:00+05:30,9.955001831054688,10.670001983642578,9.955001831054688,10.010002136230469,2799.0,0.0,0.0,
13,13.0,13.0,13.0,13.0,13.0,2015-09-09 00:00:00+05:30,9.900001525878906,10.890002250671388,9.900001525878906,10.175002098083496,1219.0,0.0,0.0,
14,14.0,14.0,14.0,14.0,14.0,2015-09-10 00:00:00+05:30,10.780001640319824,10.780001640319824,9.84500217437744,10.06500244140625,2900.0,0.0,0.0,
15,15.0,15.0,15.0,15.0,15.0,2015-09-11 00:00:00+05:30,9.955001831054688,11.770002365112305,9.955001831054688,10.06500244140625,2082.0,0.0,0.0,
16,16.0,16.0,16.0,16.0,16.0,2015-09-14 00:00:00+05:30,9.955001831054688,10.340002059936523,9.405000686645508,10.340002059936523,9886.0,0.0,0.0,
17,17.0,17.0,17.0,17.0,17.0,2015-09-15 00:00:00+05:30,10.340002059936523,10.340002059936523,10.06500244140625,10.06500244140625,3425.0,0.0,0.0,
18,18.0,18.0,18.0,18.0,18.0,2015-09-16 00:00:00+05:30,10.395002365112305,10.395002365112305,9.900001525878906,9.900001525878906,7434.0,0.0,0.0,
19,19.0,19.0,19.0,19.0,19.0,2015-09-18 00:00:00+05:30,9.51500129699707,11.715002059936523,9.51500129699707,10.340002059936523,28023.0,0.0,0.0,
20,20.0,20.0,20.0,20.0,20.0,2015-09-21 00:00:00+05:30,10.890002250671388,10.890002250671388,10.120001792907717,10.45000171661377,1773.0,0.0,0.0,
21,21.0,21.0,21.0,21.0,21.0,2015-09-22 00:00:00+05:30,10.120001792907717,10.72500228881836,10.06500244140625,10.340002059936523,9095.0,0.0,0.0,
22,22.0,22.0,22.0,22.0,22.0,2015-09-23 00:00:00+05:30,9.955001831054688,11.770002365112305,9.900001525878906,10.72500228881836,1979.0,0.0,0.0,
23,23.0,23.0,23.0,23.0,23.0,2015-09-24 00:00:00+05:30,10.285001754760742,12.10000228881836,10.285001754760742,10.780001640319824,5815.0,0.0,0.0,
24,24.0,24.0,24.0,24.0,24.0,2015-09-28 00:00:00+05:30,10.780001640319824,11.660001754760742,10.230002403259276,11.22000217437744,15253.0,0.0,0.0,
25,25.0,25.0,25.0,25.0,25.0,2015-09-29 00:00:00+05:30,10.50500202178955,11.11000156402588,10.50500202178955,10.945001602172852,2882.0,0.0,0.0,
26,26.0,26.0,26.0,26.0,26.0,2015-09-30 00:00:00+05:30,11.000001907348633,11.770002365112305,10.560002326965332,11.385002136230469,12131.0,0.0,0.0,
27,27.0,27.0,27.0,27.0,27.0,2015-10-01 00:00:00+05:30,13.090002059936523,13.640002250671388,11.550002098083496,13.640002250671388,29200.0,0.0,0.0,
28,28.0,28.0,28.0,28.0,28.0,2015-10-05 00:00:00+05:30,15.40000343322754,16.335002899169922,15.40000343322754,16.335002899169922,40181.0,0.0,0.0,
29,29.0,29.0,29.0,29.0,29.0,2015-10-06 00:00:00+05:30,17.930002212524414,17.930002212524414,17.270002365112305,17.930002212524414,158831.0,0.0,0.0,
30,30.0,30.0,30.0,30.0,30.0,2015-10-07 00:00:00+05:30,18.70000267028809,19.690004348754883,18.535003662109375,19.41500473022461,197999.0,0.0,0.0,
31,31.0,31.0,31.0,31.0,31.0,2015-10-08 00:00:00+05:30,19.305004119873047,19.41500473022461,17.49000358581543,17.49000358581543,58330.0,0.0,0.0,
32,32.0,32.0,32.0,32.0,32.0,2015-10-09 00:00:00+05:30,15.84000301361084,18.15000343322754,15.84000301361084,16.500003814697266,28896.0,0.0,0.0,
33,33.0,33.0,33.0,33.0,33.0,2015-10-12 00:00:00+05:30,15.510003089904783,17.160003662109375,14.90500259399414,16.610002517700195,47434.0,0.0,0.0,
34,34.0,34.0,34.0,34.0,34.0,2015-10-13 00:00:00+05:30,16.99500274658203,18.26000213623047,16.88500213623047,18.26000213623047,48015.0,0.0,0.0,
35,35.0,35.0,35.0,35.0,35.0,2015-10-14 00:00:00+05:30,18.70000267028809,20.020004272460938,18.70000267028809,19.6350040435791,89741.0,0.0,0.0,
36,36.0,36.0,36.0,36.0,36.0,2015-10-15 00:00:00+05:30,20.460004806518555,20.90000343322754,17.710002899169922,18.645002365112305,159089.0,0.0,0.0,
37,37.0,37.0,37.0,37.0,37.0,2015-10-16 00:00:00+05:30,19.47000312805176,19.47000312805176,17.930002212524414,19.140003204345703,40567.0,0.0,0.0,
38,38.0,38.0,38.0,38.0,38.0,2015-10-19 00:00:00+05:30,19.52500343322754,20.84500312805176,18.81000328063965,20.79000473022461,148063.0,0.0,0.0,
39,39.0,39.0,39.0,39.0,39.0,2015-10-20 00:00:00+05:30,21.45000457763672,21.45000457763672,20.24000358581543,20.79000473022461,82698.0,0.0,0.0,
40,40.0,40.0,40.0,40.0,40.0,2015-10-21 00:00:00+05:30,20.90000343322754,21.45000457763672,20.460004806518555,20.84500312805176,102360.0,0.0,0.0,
41,41.0,41.0,41.0,41.0,41.0,2015-10-23 00:00:00+05:30,20.1300048828125,21.45000457763672,20.020004272460938,20.570003509521484,48362.0,0.0,0.0,
42,42.0,42.0,42.0,42.0,42.0,2015-10-26 00:00:00+05:30,20.84500312805176,21.945003509521484,20.515003204345703,20.84500312805176,60599.0,0.0,0.0,
43,43.0,43.0,43.0,43.0,43.0,2015-10-27 00:00:00+05:30,21.340003967285156,21.45000457763672,20.07500457763672,20.625003814697266,33745.0,0.0,0.0,
44,44.0,44.0,44.0,44.0,44.0,2015-10-28 00:00:00+05:30,20.90000343322754,21.230003356933594,20.405004501342773,21.065004348754883,39668.0,0.0,0.0,
45,45.0,45.0,45.0,45.0,45.0,2015-10-29 00:00:00+05:30,21.340003967285156,21.45000457763672,20.460004806518555,20.570003509521484,23032.0,0.0,0.0,
46,46.0,46.0,46.0,46.0,46.0,2015-10-30 00:00:00+05:30,21.67000389099121,21.67000389099121,19.03000259399414,19.47000312805176,99017.0,0.0,0.0,
47,47.0,47.0,47.0,47.0,47.0,2015-11-02 00:00:00+05:30,19.250003814697266,20.29500389099121,18.92000389099121,19.195003509521484,28089.0,0.0,0.0,
48,48.0,48.0,48.0,48.0,48.0,2015-11-03 00:00:00+05:30,19.195003509521484,19.745004653930664,18.92000389099121,19.195003509521484,24235.0,0.0,0.0,
49,49.0,49.0,49.0,49.0,49.0,2015-11-04 00:00:00+05:30,18.755002975463867,19.690004348754883,18.70000267028809,19.41500473022461,11492.0,0.0,0.0,
50,50.0,50.0,50.0,50.0,50.0,2015-11-05 00:00:00+05:30,19.52500343322754,19.52500343322754,18.26000213623047,18.590002059936523,18983.0,0.0,0.0,
51,51.0,51.0,51.0,51.0,51.0,2015-11-06 00:00:00+05:30,19.08500289916992,19.140003204345703,17.710002899169922,18.645002365112305,19129.0,0.0,0.0,
52,52.0,52.0,52.0,52.0,52.0,2015-11-09 00:00:00+05:30,18.535003662109375,19.800003051757812,16.720003128051758,19.250003814697266,40725.0,0.0,0.0,
53,53.0,53.0,53.0,53.0,53.0,2015-11-10 00:00:00+05:30,19.250003814697266,23.100004196166992,18.97500228881836,22.33000373840332,158575.0,0.0,0.0,
54,54.0,54.0,54.0,54.0,54.0,2015-11-13 00:00:00+05:30,26.565004348754883,28.710004806518555,25.68500518798828,27.885005950927734,395814.0,0.0,0.0,
55,55.0,55.0,55.0,55.0,55.0,2015-11-16 00:00:00+05:30,27.940004348754883,27.940004348754883,25.135005950927734,25.960004806518555,182639.0,0.0,0.0,
56,56.0,56.0,56.0,56.0,56.0,2015-11-17 00:00:00+05:30,26.510005950927734,27.115005493164062,25.46500587463379,26.455005645751953,123331.0,0.0,0.0,
57,57.0,57.0,57.0,57.0,57.0,2015-11-18 00:00:00+05:30,26.400005340576172,26.400005340576172,24.7500057220459,25.135005950927734,55475.0,0.0,0.0,
58,58.0,58.0,58.0,58.0,58.0,2015-11-19 00:00:00+05:30,26.1250057220459,26.1250057220459,23.54000473022461,24.530004501342773,78249.0,0.0,0.0,
59,59.0,59.0,59.0,59.0,59.0,2015-11-20 00:00:00+05:30,24.640005111694336,25.6300048828125,24.365005493164062,24.97000503540039,50471.0,0.0,0.0,
60,60.0,60.0,60.0,60.0,60.0,2015-11-23 00:00:00+05:30,25.300004959106445,27.445005416870117,25.025005340576172,27.445005416870117,134748.0,0.0,0.0,
61,61.0,61.0,61.0,61.0,61.0,2015-11-24 00:00:00+05:30,29.42500686645508,30.140005111694336,29.370006561279297,30.140005111694336,257647.0,0.0,0.0,
62,62.0,62.0,62.0,62.0,62.0,2015-11-26 00:00:00+05:30,32.56000518798828,33.11000442504883,30.525005340576172,33.11000442504883,503631.0,0.0,0.0,
63,63.0,63.0,63.0,63.0,63.0,2015-11-27 00:00:00+05:30,34.760005950927734,34.760005950927734,33.66000747680664,34.760005950927734,106705.0,0.0,0.0,
64,64.0,64.0,64.0,64.0,64.0,2015-11-30 00:00:00+05:30,36.46500778198242,36.46500778198242,36.46500778198242,36.46500778198242,137438.0,0.0,0.0,
65,65.0,65.0,65.0,65.0,65.0,2015-12-01 00:00:00+05:30,38.280006408691406,38.280006408691406,38.280006408691406,38.280006408691406,46728.0,0.0,0.0,
66,66.0,66.0,66.0,66.0,66.0,2015-12-02 00:00:00+05:30,40.15000915527344,40.15000915527344,40.15000915527344,40.15000915527344,38886.0,0.0,0.0,
67,67.0,67.0,67.0,67.0,67.0,2015-12-03 00:00:00+05:30,42.130008697509766,42.130008697509766,39.05000686645508,42.130008697509766,992198.0,0.0,0.0,
68,68.0,68.0,68.0,68.0,68.0,2015-12-04 00:00:00+05:30,43.61500930786133,44.220008850097656,42.51500701904297,44.220008850097656,476358.0,0.0,0.0,
69,69.0,69.0,69.0,69.0,69.0,2015-12-07 00:00:00+05:30,45.43000793457031,46.42000961303711,42.0200080871582,42.0200080871582,472950.0,0.0,0.0,
70,70.0,70.0,70.0,70.0,70.0,2015-12-08 00:00:00+05:30,41.635009765625,41.635009765625,39.93000793457031,39.93000793457031,36181.0,0.0,0.0,
71,71.0,71.0,71.0,71.0,71.0,2015-12-09 00:00:00+05:30,37.950008392333984,37.950008392333984,37.950008392333984,37.950008392333984,4208.0,0.0,0.0,
72,72.0,72.0,72.0,72.0,72.0,2015-12-10 00:00:00+05:30,36.08000564575195,36.08000564575195,36.08000564575195,36.08000564575195,7686.0,0.0,0.0,
73,73.0,73.0,73.0,73.0,73.0,2015-12-11 00:00:00+05:30,34.32000732421875,37.40000534057617,34.32000732421875,35.36500549316406,732493.0,0.0,0.0,
74,74.0,74.0,74.0,74.0,74.0,2015-12-14 00:00:00+05:30,34.8700065612793,36.575008392333984,34.32000732421875,34.92500686645508,78501.0,0.0,0.0,
75,75.0,75.0,75.0,75.0,75.0,2015-12-15 00:00:00+05:30,34.92500686645508,36.19000625610352,33.22000503540039,35.09000778198242,96594.0,0.0,0.0,
76,76.0,76.0,76.0,76.0,76.0,2015-12-16 00:00:00+05:30,34.37500762939453,35.69500732421875,34.32000732421875,34.815006256103516,53179.0,0.0,0.0,
77,77.0,77.0,77.0,77.0,77.0,2015-12-17 00:00:00+05:30,36.02500534057617,36.5200080871582,34.98000717163086,36.5200080871582,132799.0,0.0,0.0,
78,78.0,78.0,78.0,78.0,78.0,2015-12-18 00:00:00+05:30,38.33500671386719,38.33500671386719,37.950008392333984,38.33500671386719,127378.0,0.0,0.0,
79,79.0,79.0,79.0,79.0,79.0,2015-12-21 00:00:00+05:30,40.20500946044922,40.20500946044922,38.55500793457031,40.20500946044922,359616.0,0.0,0.0,
80,80.0,80.0,80.0,80.0,80.0,2015-12-22 00:00:00+05:30,41.80000686645508,42.18500900268555,38.225006103515625,39.16000747680664,338489.0,0.0,0.0,
81,81.0,81.0,81.0,81.0,81.0,2015-12-23 00:00:00+05:30,40.095008850097656,41.08500671386719,37.45500564575195,38.33500671386719,178977.0,0.0,0.0,
82,82.0,82.0,82.0,82.0,82.0,2015-12-24 00:00:00+05:30,39.21500778198242,39.380008697509766,36.850006103515625,37.510005950927734,84099.0,0.0,0.0,
83,83.0,83.0,83.0,83.0,83.0,2015-12-28 00:00:00+05:30,38.280006408691406,39.380008697509766,36.630008697509766,37.950008392333984,335121.0,0.0,0.0,
84,84.0,84.0,84.0,84.0,84.0,2015-12-29 00:00:00+05:30,38.225006103515625,38.225006103515625,36.08000564575195,36.135005950927734,157968.0,0.0,0.0,
85,85.0,85.0,85.0,85.0,85.0,2015-12-30 00:00:00+05:30,35.530006408691406,36.850006103515625,35.420005798339844,35.69500732421875,61905.0,0.0,0.0,
86,86.0,86.0,86.0,86.0,86.0,2015-12-31 00:00:00+05:30,35.31000518798828,36.30000686645508,34.8700065612793,35.200008392333984,55156.0,0.0,0.0,
87,87.0,87.0,87.0,87.0,87.0,2016-01-01 00:00:00+05:30,35.69500732421875,37.40000534057617,34.32000732421875,36.74000549316406,95415.0,0.0,0.0,
88,88.0,88.0,88.0,88.0,88.0,2016-01-04 00:00:00+05:30,36.850006103515625,37.40000534057617,35.200008392333984,35.58500671386719,63095.0,0.0,0.0,
