,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adj Close
0,0.0,0.0,0.0,0.0,0.0,2006-03-17 00:00:00+05:30,53.36475860387182,56.407486068127675,46.57713579899339,53.177513122558594,23061678.0,0.0,0.0,
1,1.0,1.0,1.0,1.0,1.0,2006-03-20 00:00:00+05:30,54.3009809798649,57.109652409857915,51.49230954987189,52.147666931152344,2484497.0,0.0,0.0,
2,2.0,2.0,2.0,2.0,2.0,2006-03-21 00:00:00+05:30,52.14766481821589,54.11373331098502,51.071006051778824,51.866798400878906,1132942.0,0.0,0.0,
3,3.0,3.0,3.0,3.0,3.0,2006-03-22 00:00:00+05:30,51.49231063525779,52.241288984761255,50.36884132529734,51.3050651550293,495047.0,0.0,0.0,
4,4.0,4.0,4.0,4.0,4.0,2006-03-23 00:00:00+05:30,51.49231161390032,53.78606075461981,49.71348487503773,52.42853546142578,1131489.0,0.0,0.0,
5,5.0,5.0,5.0,5.0,5.0,2006-03-24 00:00:00+05:30,52.42853333746681,52.89664524226562,49.85391786107335,50.22840881347656,639774.0,0.0,0.0,
6,6.0,6.0,6.0,6.0,6.0,2006-03-27 00:00:00+05:30,50.88376230938428,51.4923092104354,48.96450422582286,49.6198616027832,700362.0,0.0,0.0,
7,7.0,7.0,7.0,7.0,7.0,2006-03-28 00:00:00+05:30,49.619864069013865,50.18159695066489,47.84103732476801,49.19856262207031,266834.0,0.0,0.0,
8,8.0,8.0,8.0,8.0,8.0,2006-03-29 00:00:00+05:30,48.91769474522724,49.29218570294149,48.40277235692799,48.824073791503906,202913.0,0.0,0.0,
9,9.0,9.0,9.0,9.0,9.0,2006-03-30 00:00:00+05:30,48.262337761136195,49.619863030012986,48.262337761136195,48.73044967651367,201665.0,0.0,0.0,
10,10.0,10.0,10.0,10.0,10.0,2006-03-31 00:00:00+05:30,49.0581287490517,52.896644916174544,48.49639232390981,49.6198616027832,227687.0,0.0,0.0,
