,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adj Close
0,0.0,0.0,0.0,0.0,0.0,2016-12-14 00:00:00+05:30,213.3999938964844,224.0500030517578,213.3999938964844,224.0500030517578,267510.0,0.0,0.0,
1,1.0,1.0,1.0,1.0,1.0,2016-12-15 00:00:00+05:30,235.25,235.25,235.25,235.25,180613.0,0.0,0.0,
2,2.0,2.0,2.0,2.0,2.0,2016-12-16 00:00:00+05:30,247.0,247.0,223.5,223.5,458987.0,0.0,0.0,
3,3.0,3.0,3.0,3.0,3.0,2016-12-19 00:00:00+05:30,214.0,216.9499969482422,212.3500061035156,212.3500061035156,48372.0,0.0,0.0,
4,4.0,4.0,4.0,4.0,4.0,2016-12-20 00:00:00+05:30,201.75,201.75,201.75,201.75,32587.0,0.0,0.0,
5,5.0,5.0,5.0,5.0,5.0,2016-12-21 00:00:00+05:30,191.6999969482422,201.75,191.6999969482422,191.6999969482422,180437.0,0.0,0.0,
6,6.0,6.0,6.0,6.0,6.0,2016-12-22 00:00:00+05:30,188.1000061035156,189.0,182.1499938964844,182.1499938964844,67852.0,0.0,0.0,
7,7.0,7.0,7.0,7.0,7.0,2016-12-23 00:00:00+05:30,173.0500030517578,189.8999938964844,173.0500030517578,180.8999938964844,203756.0,0.0,0.0,
8,8.0,8.0,8.0,8.0,8.0,2016-12-26 00:00:00+05:30,174.10000610351562,177.89999389648438,171.89999389648438,171.89999389648438,81324.0,0.0,0.0,
9,9.0,9.0,9.0,9.0,9.0,2016-12-27 00:00:00+05:30,166.0,180.4499969482422,165.25,180.3500061035156,139260.0,0.0,0.0,
10,10.0,10.0,10.0,10.0,10.0,2016-12-28 00:00:00+05:30,185.0,216.3999938964844,184.9499969482422,214.6499938964844,959981.0,0.0,0.0,
11,11.0,11.0,11.0,11.0,11.0,2016-12-29 00:00:00+05:30,219.0,222.0,196.0,197.6499938964844,502457.0,0.0,0.0,
12,12.0,12.0,12.0,12.0,12.0,2016-12-30 00:00:00+05:30,197.0,206.8500061035156,191.75,195.6499938964844,290910.0,0.0,0.0,
13,13.0,13.0,13.0,13.0,13.0,2017-01-02 00:00:00+05:30,201.6999969482422,201.8999938964844,193.9499969482422,195.1499938964844,98967.0,0.0,0.0,
14,14.0,14.0,14.0,14.0,14.0,2017-01-03 00:00:00+05:30,195.5,197.3500061035156,186.1000061035156,187.25,135278.0,0.0,0.0,
15,15.0,15.0,15.0,15.0,15.0,2017-01-04 00:00:00+05:30,186.8000030517578,192.3999938964844,185.8999938964844,188.5500030517578,80954.0,0.0,0.0,
16,16.0,16.0,16.0,16.0,16.0,2017-01-05 00:00:00+05:30,188.1000061035156,194.0,187.3000030517578,190.5500030517578,135960.0,0.0,0.0,
