,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,0.0,0.0,0.0,0.0,0.0,2002-07-01 00:00:00+05:30,5.818254400658585,6.250155319874819,5.818254400658585,6.121081829071045,1503,0.0,0.0
1,1.0,1.0,1.0,1.0,1.0,2002-07-02 00:00:00+05:30,6.1210816569861946,6.44376692362607,6.1210816569861946,6.1856184005737305,1741,0.0,0.0
2,2.0,2.0,2.0,2.0,2.0,2002-07-03 00:00:00+05:30,6.721771948562344,6.811130519316522,6.185618588159472,6.359372138977051,5773,0.0,0.0
3,3.0,3.0,3.0,3.0,3.0,2002-07-04 00:00:00+05:30,7.2827466139846,7.2827466139846,5.301957852720054,6.076402187347412,4600,0.0,0.0
4,4.0,4.0,4.0,4.0,4.0,2002-07-05 00:00:00+05:30,7.282747086151521,7.282747086151521,6.379229217937865,6.786308288574219,11496,0.0,0.0
5,5.0,5.0,5.0,5.0,5.0,2002-07-08 00:00:00+05:30,8.146549336416525,8.146549336416525,6.811129850766671,7.024599075317383,4820,0.0,0.0
6,6.0,6.0,6.0,6.0,6.0,2002-07-09 00:00:00+05:30,8.275622353477571,8.275622353477571,7.327424904651314,7.436641693115234,7335,0.0,0.0
7,7.0,7.0,7.0,7.0,7.0,2002-07-10 00:00:00+05:30,8.920992529990242,8.920992529990242,6.895524822546241,7.024599075317383,7891,0.0,0.0
8,8.0,8.0,8.0,8.0,8.0,2002-07-11 00:00:00+05:30,7.133815931648262,7.153673392194161,6.68205715552679,6.830988883972168,4141,0.0,0.0
9,9.0,9.0,9.0,9.0,9.0,2002-07-12 00:00:00+05:30,6.592697340178848,7.759326936094208,6.592697340178848,6.766450881958008,2371,0.0,0.0
10,10.0,10.0,10.0,10.0,10.0,2002-07-15 00:00:00+05:30,6.682056324084271,6.721771240234375,6.5926969883954945,6.721771240234375,899,0.0,0.0
11,11.0,11.0,11.0,11.0,11.0,2002-07-16 00:00:00+05:30,6.488446528028708,6.830988883972168,6.463624702346334,6.830988883972168,490,0.0,0.0
12,12.0,12.0,12.0,12.0,12.0,2002-07-17 00:00:00+05:30,5.818253688629447,6.121081079982345,5.818253688629447,6.076402187347412,1315,0.0,0.0
13,13.0,13.0,13.0,13.0,13.0,2002-07-18 00:00:00+05:30,6.423908764121536,6.423908764121536,5.947328567504883,5.947328567504883,327,0.0,0.0
14,14.0,14.0,14.0,14.0,14.0,2002-07-19 00:00:00+05:30,5.75371789932251,5.75371789932251,5.75371789932251,5.75371789932251,163,0.0,0.0
15,15.0,15.0,15.0,15.0,15.0,2002-07-22 00:00:00+05:30,5.83811167825901,5.83811167825901,5.733860015869141,5.733860015869141,1144,0.0,0.0
16,16.0,16.0,16.0,16.0,16.0,2002-07-23 00:00:00+05:30,5.818254218756178,5.818254218756178,5.321816569658726,5.733860015869141,368,0.0,0.0
17,17.0,17.0,17.0,17.0,17.0,2002-07-24 00:00:00+05:30,5.624642848968506,6.036686655594904,5.604785777930809,5.624642848968506,1210,0.0,0.0
18,18.0,18.0,18.0,18.0,18.0,2002-07-25 00:00:00+05:30,5.6246433323189695,5.6246433323189695,5.41117525100708,5.41117525100708,286,0.0,0.0
19,19.0,19.0,19.0,19.0,19.0,2002-07-26 00:00:00+05:30,5.411174681352239,5.411174681352239,5.192741870880127,5.192741870880127,7243,0.0,0.0
20,20.0,20.0,20.0,20.0,20.0,2002-07-29 00:00:00+05:30,4.696303844451904,4.696303844451904,4.696303844451904,4.696303844451904,81,0.0,0.0
21,21.0,21.0,21.0,21.0,21.0,2002-07-30 00:00:00+05:30,5.282100580966438,5.282100580966438,4.8253778764111654,4.8501996994018555,1362,0.0,0.0
22,22.0,22.0,22.0,22.0,22.0,2002-07-31 00:00:00+05:30,4.8501996994018555,4.8501996994018555,4.8501996994018555,4.8501996994018555,0,0.0,0.0
23,23.0,23.0,23.0,23.0,23.0,2002-08-01 00:00:00+05:30,4.502692865548998,4.567230377519336,4.4381561279296875,4.4381561279296875,5070,0.0,0.0
