,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-18 00:00:00+05:30,30.0,31.5,28.5,31.5,7006229,0.0,0.0
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2018-06-19 00:00:00+05:30,32.70000076293945,33.04999923706055,31.0,32.599998474121094,2895692,0.0,0.0
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2018-06-20 00:00:00+05:30,31.5,32.20000076293945,31.0,31.0,1115553,0.0,0.0
3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2018-06-21 00:00:00+05:30,29.450000762939453,30.0,29.450000762939453,29.64999961853028,2854524,0.0,0.0
4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2018-06-22 00:00:00+05:30,28.200000762939453,29.799999237060547,28.200000762939453,29.450000762939453,1612972,0.0,0.0
5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2018-06-25 00:00:00+05:30,30.0,30.0,28.5,28.950000762939453,365859,0.0,0.0
6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2018-06-26 00:00:00+05:30,28.799999237060547,29.39999961853028,27.549999237060547,28.799999237060547,493868,0.0,0.0
7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2018-06-27 00:00:00+05:30,28.299999237060547,28.299999237060547,27.39999961853028,27.39999961853028,133412,0.0,0.0
8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2018-06-28 00:00:00+05:30,26.049999237060547,26.049999237060547,26.049999237060547,26.049999237060547,61587,0.0,0.0
9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2018-06-29 00:00:00+05:30,24.75,27.350000381469727,24.75,26.799999237060547,1158865,0.0,0.0
10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2018-07-02 00:00:00+05:30,27.200000762939453,27.25,22.799999237060547,25.200000762939453,1369795,0.0,0.0
11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2018-07-03 00:00:00+05:30,26.950000762939453,26.950000762939453,24.5,26.350000381469727,519628,0.0,0.0
12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,2018-07-04 00:00:00+05:30,26.0,29.950000762939453,25.799999237060547,29.600000381469727,1033451,0.0,0.0
13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,2018-07-05 00:00:00+05:30,29.799999237060547,31.950000762939453,28.600000381469727,29.799999237060547,1546192,0.0,0.0
14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,2018-07-06 00:00:00+05:30,29.0,30.89999961853028,28.850000381469727,30.350000381469727,523472,0.0,0.0
