,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,0.0,0.0,0.0,0.0,0.0,2002-07-02 00:00:00+05:30,4.199999809265137,4.349999904632568,4.199999809265137,4.349999904632568,400,0.0,0.0
1,1.0,1.0,1.0,1.0,1.0,2002-07-03 00:00:00+05:30,4.0,5.25,3.700000047683716,5.25,3850,0.0,0.0
2,2.0,2.0,2.0,2.0,2.0,2002-07-04 00:00:00+05:30,5.900000095367432,6.300000190734863,5.550000190734863,6.300000190734863,4800,0.0,0.0
3,3.0,3.0,3.0,3.0,3.0,2002-07-05 00:00:00+05:30,7.5,7.599999904632568,7.449999809265137,7.599999904632568,7908,0.0,0.0
4,4.0,4.0,4.0,4.0,4.0,2002-07-08 00:00:00+05:30,9.0,9.149999618530272,8.850000381469727,9.149999618530272,43089,0.0,0.0
5,5.0,5.0,5.0,5.0,5.0,2002-07-09 00:00:00+05:30,10.800000190734863,10.850000381469728,8.550000190734863,8.75,56584,0.0,0.0
6,6.0,6.0,6.0,6.0,6.0,2002-07-10 00:00:00+05:30,9.0,9.0,7.300000190734863,7.550000190734863,39043,0.0,0.0
7,7.0,7.0,7.0,7.0,7.0,2002-07-11 00:00:00+05:30,7.300000190734863,7.5,6.800000190734863,6.800000190734863,16410,0.0,0.0
8,8.0,8.0,8.0,8.0,8.0,2002-07-12 00:00:00+05:30,6.949999809265137,7.050000190734863,6.550000190734863,6.75,15201,0.0,0.0
9,9.0,9.0,9.0,9.0,9.0,2002-07-15 00:00:00+05:30,6.150000095367432,6.449999809265137,6.150000095367432,6.25,5054,0.0,0.0
10,10.0,10.0,10.0,10.0,10.0,2002-07-16 00:00:00+05:30,6.099999904632568,6.849999904632568,6.099999904632568,6.449999809265137,4704,0.0,0.0
11,11.0,11.0,11.0,11.0,11.0,2002-07-17 00:00:00+05:30,6.199999809265137,6.199999809265137,5.800000190734863,5.949999809265137,8202,0.0,0.0
12,12.0,12.0,12.0,12.0,12.0,2002-07-18 00:00:00+05:30,6.050000190734863,6.150000095367432,6.050000190734863,6.150000095367432,1291,0.0,0.0
13,13.0,13.0,13.0,13.0,13.0,2002-07-19 00:00:00+05:30,6.349999904632568,6.349999904632568,5.550000190734863,5.599999904632568,3799,0.0,0.0
14,14.0,14.0,14.0,14.0,14.0,2002-07-22 00:00:00+05:30,5.099999904632568,5.150000095367432,5.099999904632568,5.150000095367432,1001,0.0,0.0
15,15.0,15.0,15.0,15.0,15.0,2002-07-23 00:00:00+05:30,5.150000095367432,5.150000095367432,5.150000095367432,5.150000095367432,0,0.0,0.0
16,16.0,16.0,16.0,16.0,16.0,2002-07-24 00:00:00+05:30,5.150000095367432,5.449999809265137,4.650000095367432,4.650000095367432,611,0.0,0.0
17,17.0,17.0,17.0,17.0,17.0,2002-07-25 00:00:00+05:30,4.449999809265137,4.599999904632568,4.400000095367432,4.5,1500,0.0,0.0
18,18.0,18.0,18.0,18.0,18.0,2002-07-26 00:00:00+05:30,4.5,4.5,4.5,4.5,0,0.0,0.0
19,19.0,19.0,19.0,19.0,19.0,2002-07-29 00:00:00+05:30,4.050000190734863,4.050000190734863,4.050000190734863,4.050000190734863,500,0.0,0.0
20,20.0,20.0,20.0,20.0,20.0,2002-07-30 00:00:00+05:30,4.150000095367432,4.150000095367432,4.099999904632568,4.099999904632568,600,0.0,0.0
21,21.0,21.0,21.0,21.0,21.0,2002-07-31 00:00:00+05:30,3.950000047683716,4.300000190734863,3.950000047683716,4.0,500,0.0,0.0
22,22.0,22.0,22.0,22.0,22.0,2002-08-01 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0
23,23.0,23.0,23.0,23.0,23.0,2002-08-02 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0
24,24.0,24.0,24.0,24.0,24.0,2002-08-05 00:00:00+05:30,4.050000190734863,4.400000095367432,4.050000190734863,4.400000095367432,200,0.0,0.0
25,25.0,25.0,25.0,25.0,25.0,2002-08-06 00:00:00+05:30,4.699999809265137,4.849999904632568,4.699999809265137,4.75,1550,0.0,0.0
26,26.0,26.0,26.0,26.0,26.0,2002-08-07 00:00:00+05:30,4.75,4.75,4.75,4.75,0,0.0,0.0
27,27.0,27.0,27.0,27.0,27.0,2002-08-08 00:00:00+05:30,4.75,4.75,4.75,4.75,500,0.0,0.0
28,28.0,28.0,28.0,28.0,28.0,2002-08-09 00:00:00+05:30,4.75,4.75,4.75,4.75,500,0.0,0.0
29,29.0,29.0,29.0,29.0,29.0,2002-08-12 00:00:00+05:30,4.75,4.75,4.75,4.75,0,0.0,0.0
30,30.0,30.0,30.0,30.0,30.0,2002-08-13 00:00:00+05:30,4.75,4.75,4.75,4.75,0,0.0,0.0
31,31.0,31.0,31.0,31.0,31.0,2002-08-14 00:00:00+05:30,4.550000190734863,4.550000190734863,4.550000190734863,4.550000190734863,200,0.0,0.0
32,32.0,32.0,32.0,32.0,32.0,2002-08-15 00:00:00+05:30,4.550000190734863,4.550000190734863,4.550000190734863,4.550000190734863,0,0.0,0.0
33,33.0,33.0,33.0,33.0,33.0,2002-08-16 00:00:00+05:30,4.550000190734863,5.050000190734863,4.5,5.050000190734863,1000,0.0,0.0
34,34.0,34.0,34.0,34.0,34.0,2002-08-19 00:00:00+05:30,5.050000190734863,5.050000190734863,5.050000190734863,5.050000190734863,0,0.0,0.0
35,35.0,35.0,35.0,35.0,35.0,2002-08-20 00:00:00+05:30,4.849999904632568,4.849999904632568,4.800000190734863,4.800000190734863,1200,0.0,0.0
36,36.0,36.0,36.0,36.0,36.0,2002-08-21 00:00:00+05:30,4.900000095367432,4.900000095367432,4.849999904632568,4.849999904632568,400,0.0,0.0
37,37.0,37.0,37.0,37.0,37.0,2002-08-22 00:00:00+05:30,5.0,5.0,5.0,5.0,100,0.0,0.0
38,38.0,38.0,38.0,38.0,38.0,2002-08-23 00:00:00+05:30,4.599999904632568,4.599999904632568,4.599999904632568,4.599999904632568,50,0.0,0.0
39,39.0,39.0,39.0,39.0,39.0,2002-08-26 00:00:00+05:30,4.599999904632568,4.599999904632568,4.599999904632568,4.599999904632568,0,0.0,0.0
40,40.0,40.0,40.0,40.0,40.0,2002-08-27 00:00:00+05:30,4.349999904632568,4.550000190734863,4.349999904632568,4.550000190734863,676,0.0,0.0
41,41.0,41.0,41.0,41.0,41.0,2002-08-28 00:00:00+05:30,4.550000190734863,4.550000190734863,4.550000190734863,4.550000190734863,0,0.0,0.0
42,42.0,42.0,42.0,42.0,42.0,2002-08-29 00:00:00+05:30,3.799999952316284,3.799999952316284,3.799999952316284,3.799999952316284,2,0.0,0.0
43,43.0,43.0,43.0,43.0,43.0,2002-08-30 00:00:00+05:30,3.799999952316284,3.799999952316284,3.799999952316284,3.799999952316284,0,0.0,0.0
44,44.0,44.0,44.0,44.0,44.0,2002-09-02 00:00:00+05:30,3.799999952316284,3.799999952316284,3.799999952316284,3.799999952316284,0,0.0,0.0
45,45.0,45.0,45.0,45.0,45.0,2002-09-03 00:00:00+05:30,4.150000095367432,4.150000095367432,4.150000095367432,4.150000095367432,13,0.0,0.0
46,46.0,46.0,46.0,46.0,46.0,2002-09-04 00:00:00+05:30,4.150000095367432,4.150000095367432,4.150000095367432,4.150000095367432,0,0.0,0.0
47,47.0,47.0,47.0,47.0,47.0,2002-09-05 00:00:00+05:30,3.450000047683716,3.950000047683716,3.4000000953674316,3.549999952316284,2900,0.0,0.0
48,48.0,48.0,48.0,48.0,48.0,2002-09-06 00:00:00+05:30,3.049999952316284,3.950000047683716,3.049999952316284,3.549999952316284,400,0.0,0.0
49,49.0,49.0,49.0,49.0,49.0,2002-09-09 00:00:00+05:30,3.0999999046325684,3.0999999046325684,3.0999999046325684,3.0999999046325684,1,0.0,0.0
50,50.0,50.0,50.0,50.0,50.0,2002-09-10 00:00:00+05:30,3.0999999046325684,3.0999999046325684,3.0999999046325684,3.0999999046325684,0,0.0,0.0
51,51.0,51.0,51.0,51.0,51.0,2002-09-11 00:00:00+05:30,2.6500000953674316,2.6500000953674316,2.6500000953674316,2.6500000953674316,1,0.0,0.0
52,52.0,52.0,52.0,52.0,52.0,2002-09-12 00:00:00+05:30,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,1900,0.0,0.0
53,53.0,53.0,53.0,53.0,53.0,2002-09-13 00:00:00+05:30,3.25,3.25,3.25,3.25,100,0.0,0.0
54,54.0,54.0,54.0,54.0,54.0,2002-09-16 00:00:00+05:30,3.299999952316284,3.900000095367432,3.299999952316284,3.900000095367432,2800,0.0,0.0
55,55.0,55.0,55.0,55.0,55.0,2002-09-17 00:00:00+05:30,3.549999952316284,3.75,3.5,3.5,16200,0.0,0.0
56,56.0,56.0,56.0,56.0,56.0,2002-09-18 00:00:00+05:30,2.8499999046325684,4.0,2.8499999046325684,4.0,1500,0.0,0.0
57,57.0,57.0,57.0,57.0,57.0,2002-09-19 00:00:00+05:30,3.200000047683716,3.25,3.200000047683716,3.200000047683716,1800,0.0,0.0
58,58.0,58.0,58.0,58.0,58.0,2002-09-20 00:00:00+05:30,3.25,3.799999952316284,2.700000047683716,3.25,957,0.0,0.0
59,59.0,59.0,59.0,59.0,59.0,2002-09-23 00:00:00+05:30,3.25,3.25,3.25,3.25,0,0.0,0.0
60,60.0,60.0,60.0,60.0,60.0,2002-09-24 00:00:00+05:30,2.799999952316284,3.4000000953674316,2.799999952316284,3.0999999046325684,400,0.0,0.0
61,61.0,61.0,61.0,61.0,61.0,2002-09-25 00:00:00+05:30,3.1500000953674316,3.1500000953674316,3.1500000953674316,3.1500000953674316,1500,0.0,0.0
62,62.0,62.0,62.0,62.0,62.0,2002-09-26 00:00:00+05:30,3.1500000953674316,3.1500000953674316,3.1500000953674316,3.1500000953674316,0,0.0,0.0
63,63.0,63.0,63.0,63.0,63.0,2002-09-27 00:00:00+05:30,2.700000047683716,3.700000047683716,2.700000047683716,3.700000047683716,600,0.0,0.0
64,64.0,64.0,64.0,64.0,64.0,2002-09-30 00:00:00+05:30,3.0,4.300000190734863,3.0,3.450000047683716,200,0.0,0.0
65,65.0,65.0,65.0,65.0,65.0,2002-10-01 00:00:00+05:30,2.799999952316284,4.099999904632568,2.799999952316284,4.0,3200,0.0,0.0
66,66.0,66.0,66.0,66.0,66.0,2002-10-02 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0
67,67.0,67.0,67.0,67.0,67.0,2002-10-03 00:00:00+05:30,3.799999952316284,3.849999904632568,3.549999952316284,3.650000095367432,6,0.0,0.0
68,68.0,68.0,68.0,68.0,68.0,2002-10-04 00:00:00+05:30,3.0999999046325684,3.549999952316284,3.0999999046325684,3.5,55,0.0,0.0
69,69.0,69.0,69.0,69.0,69.0,2002-10-07 00:00:00+05:30,2.950000047683716,4.099999904632568,2.950000047683716,3.5,9,0.0,0.0
70,70.0,70.0,70.0,70.0,70.0,2002-10-08 00:00:00+05:30,2.799999952316284,2.799999952316284,2.799999952316284,2.799999952316284,1,0.0,0.0
